"행정구역별","연령별","항목","단위","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"세종특별자치시","32세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","867","921","1473","1878","1955","2203","2403","2703","2624","2725","2780","2978",
"세종특별자치시","32세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","955","1024","1391","1682","1847","2115","2340","2413","2576","2584","2620","2714",
"세종특별자치시","33세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1854","2014","2937","4321","4358","4604","5046","5457","5467","5626","5565","5565",
"세종특별자치시","33세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","890","991","1499","2281","2285","2364","2583","2749","2820","2794","2850","2817",
"세종특별자치시","33세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","964","1023","1438","2040","2073","2240","2463","2708","2647","2832","2715","2748",
"세종특별자치시","34세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1589","2069","2999","4477","5267","5376","5406","5730","5812","5832","5974","5716",
"세종특별자치시","34세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","778","1009","1499","2324","2766","2789","2740","2898","2925","3005","2968","2910",
"세종특별자치시","34세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","811","1060","1500","2153","2501","2587","2666","2832","2887","2827","3006","2806",
"세종특별자치시","35세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1814","1784","3129","4489","5286","6286","6132","5964","5976","6098","6050","6035",
"세종특별자치시","35세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","847","878","1576","2258","2720","3292","3197","3005","3029","3075","3092","2993",
"세종특별자치시","35세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","967","906","1553","2231","2566","2994","2935","2959","2947","3023","2958","3042",
"세종특별자치시","36세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1779","2035","2656","4615","5298","6282","7201","6772","6228","6224","6359","6147",
"세종특별자치시","36세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","877","957","1307","2359","2712","3229","3734","3516","3162","3136","3200","3146",
"세종특별자치시","36세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","902","1078","1349","2256","2586","3053","3467","3256","3066","3088","3159","3001",
"세종특별자치시","37세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1770","1996","2927","3945","5486","6166","7138","7813","7052","6507","6495","6430",
"세종특별자치시","37세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","870","1000","1434","1955","2807","3138","3689","4041","3668","3288","3276","3247",
"세종특별자치시","37세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","900","996","1493","1990","2679","3028","3449","3772","3384","3219","3219","3183",
"세종특별자치시","38세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2018","1963","2857","4349","4641","6365","6927","7713","8128","7330","6776","6550",
"세종특별자치시","38세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","921","969","1427","2198","2324","3269","3524","3966","4202","3815","3422","3317",
"세종특별자치시","38세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1097","994","1430","2151","2317","3096","3403","3747","3926","3515","3354","3233",
"세종특별자치시","39세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2166","2263","2852","4216","5047","5400","7152","7558","8094","8479","7550","6802",
"세종특별자치시","39세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1008","1031","1424","2143","2543","2725","3660","3803","4140","4367","3906","3427",
"세종특별자치시","39세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1158","1232","1428","2073","2504","2675","3492","3755","3954","4112","3644","3375",
"세종특별자치시","40세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1969","2357","3108","4185","4906","5817","5972","7770","7877","8391","8675","7553",
"세종특별자치시","40세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","892","1083","1473","2098","2456","2916","2978","3967","3982","4293","4502","3914",
"세종특별자치시","40세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1077","1274","1635","2087","2450","2901","2994","3803","3895","4098","4173","3639",
"세종특별자치시","41세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2106","2188","3177","4430","4788","5560","6465","6417","8048","8155","8610","8687",
"세종특별자치시","41세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","901","1002","1486","2144","2376","2760","3240","3200","4107","4091","4381","4521",
"세종특별자치시","41세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1205","1186","1691","2286","2412","2800","3225","3217","3941","4064","4229","4166",
"세종특별자치시","42세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1860","2341","2888","4396","5070","5505","6140","6836","6670","8295","8408","8613",
"세종특별자치시","42세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","782","1010","1293","2056","2426","2735","3070","3421","3325","4236","4240","4411",
"세종특별자치시","42세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1078","1331","1595","2340","2644","2770","3070","3415","3345","4059","4168","4202",
"세종특별자치시","43세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1884","2054","3117","4117","4922","5785","6015","6508","7123","6817","8505","8417",
"세종특별자치시","43세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","838","874","1380","1841","2289","2766","2982","3243","3542","3422","4325","4233",
"세종특별자치시","43세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1046","1180","1737","2276","2633","3019","3033","3265","3581","3395","4180","4184",
"세종특별자치시","44세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1899","2066","2753","4234","4607","5603","6294","6344","6680","7341","6985","8500",
"세종특별자치시","44세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","865","896","1170","1886","2078","2630","3000","3126","3357","3657","3486","4341",
"세종특별자치시","44세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1034","1170","1583","2348","2529","2973","3294","3218","3323","3684","3499","4159",
"세종특별자치시","45세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1694","2030","2680","3661","4775","5157","6101","6643","6573","6868","7452","6989",
"세종특별자치시","45세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","801","920","1191","1583","2141","2331","2867","3184","3227","3431","3721","3495",
"세종특별자치시","45세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","893","1110","1489","2078","2634","2826","3234","3459","3346","3437","3731","3494",
"세종특별자치시","46세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1564","1811","2578","3459","4115","5291","5611","6469","6815","6742","6978","7480",
"세종특별자치시","46세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","714","855","1162","1561","1782","2413","2544","3072","3294","3311","3469","3749",
"세종특별자치시","46세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","850","956","1416","1898","2333","2878","3067","3397","3521","3431","3509","3731",
"세종특별자치시","47세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1654","1700","2235","3379","3907","4665","5725","5909","6638","7001","6856","6993",
"세종특별자치시","47세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","737","775","1048","1548","1752","2071","2644","2683","3151","3381","3394","3482",
"세종특별자치시","47세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","917","925","1187","1831","2155","2594","3081","3226","3487","3620","3462","3511",
"세종특별자치시","48세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1667","1778","2053","2880","3824","4425","5140","6075","6108","6882","7096","6850",
"세종특별자치시","48세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","737","810","935","1371","1787","2033","2333","2809","2766","3283","3407","3379",
"세종특별자치시","48세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","930","968","1118","1509","2037","2392","2807","3266","3342","3599","3689","3471",
"세종특별자치시","49세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1496","1784","2168","2629","3274","4312","4784","5501","6299","6272","6939","7101",
"세종특별자치시","49세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","701","775","999","1223","1570","2027","2204","2543","2892","2828","3349","3414",
"세종특별자치시","49세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","795","1009","1169","1406","1704","2285","2580","2958","3407","3444","3590","3687",
"세종특별자치시","50세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1797","1596","2107","2741","2995","3709","4717","5137","5646","6478","6388","6970",
"세종특별자치시","50세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","836","743","940","1279","1397","1811","2235","2397","2626","2989","2906","3374",
"세종특별자치시","50세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","961","853","1167","1462","1598","1898","2482","2740","3020","3489","3482","3596",
"세종특별자치시","51세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1907","1961","1912","2677","3108","3390","4036","5065","5322","5875","6580","6324",
"세종특별자치시","51세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","897","910","895","1223","1476","1587","1961","2422","2517","2744","3066","2877",
"세종특별자치시","51세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1010","1051","1017","1454","1632","1803","2075","2643","2805","3131","3514","3447",
"세종특별자치시","52세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1977","2017","2304","2397","3009","3469","3727","4376","5181","5566","5999","6554",
"세종특별자치시","52세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","903","947","1062","1138","1404","1665","1756","2159","2469","2640","2820","3048",
"세종특별자치시","52세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1074","1070","1242","1259","1605","1804","1971","2217","2712","2926","3179","3506",
"세종특별자치시","53세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1753","2063","2344","2810","2712","3331","3813","3966","4526","5378","5632","5953",
"세종특별자치시","53세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","841","936","1108","1306","1282","1573","1858","1872","2234","2553","2685","2799",
"세종특별자치시","53세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","912","1127","1236","1504","1430","1758","1955","2094","2292","2825","2947","3154",
"세종특별자치시","54세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1612","1850","2397","2916","3103","3093","3694","4083","4092","4716","5469","5577",
"세종특별자치시","54세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","756","892","1096","1414","1465","1477","1746","1983","1955","2325","2604","2658",
"세종특별자치시","54세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","856","958","1301","1502","1638","1616","1948","2100","2137","2391","2865","2919",
"세종특별자치시","55세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1608","1678","2121","2889","3270","3473","3345","3966","4152","4260","4786","5408",
"세종특별자치시","55세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","759","790","1036","1350","1605","1648","1601","1887","2037","2045","2339","2586",
"세종특별자치시","55세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","849","888","1085","1539","1665","1825","1744","2079","2115","2215","2447","2822",
"세종특별자치시","56세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1522","1706","1934","2575","3169","3646","3816","3545","4100","4301","4317","4720",
"세종특별자치시","56세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","721","805","914","1269","1495","1799","1821","1716","1933","2103","2052","2334",
"세종특별자치시","56세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","801","901","1020","1306","1674","1847","1995","1829","2167","2198","2265","2386",
"세종특별자치시","57세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1689","1604","1944","2348","2844","3530","3986","4043","3667","4271","4357","4287",
"세종특별자치시","57세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","811","753","940","1146","1431","1721","1968","1939","1764","2033","2149","2039",
"세종특별자치시","57세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","878","851","1004","1202","1413","1809","2018","2104","1903","2238","2208","2248",
"세종특별자치시","58세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1488","1748","1794","2358","2603","3145","3826","4218","4202","3752","4337","4297",
"세종특별자치시","58세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","718","836","852","1163","1277","1570","1879","2096","2015","1794","2082","2127",
"세종특별자치시","58세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","770","912","942","1195","1326","1575","1947","2122","2187","1958","2255","2170",
"세종특별자치시","59세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1167","1530","1924","2161","2627","2885","3413","4081","4317","4279","3802","4343",
"세종특별자치시","59세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","591","737","933","1043","1306","1426","1710","2029","2161","2069","1838","2090",
"세종특별자치시","59세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","576","793","991","1118","1321","1459","1703","2052","2156","2210","1964","2253",
"세종특별자치시","60세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1313","1208","1657","2325","2360","2909","3160","3668","4149","4416","4355","3802",
"세종특별자치시","60세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","661","609","801","1150","1150","1447","1571","1833","2079","2202","2130","1843",
"세종특별자치시","60세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","652","599","856","1175","1210","1462","1589","1835","2070","2214","2225","1959",
"세종특별자치시","61세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1001","1356","1358","1982","2536","2602","3184","3390","3815","4291","4491","4335",
"세종특별자치시","61세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","502","679","694","961","1265","1269","1601","1679","1924","2152","2254","2128",
"세종특별자치시","61세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","499","677","664","1021","1271","1333","1583","1711","1891","2139","2237","2207",
"세종특별자치시","62세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1155","1034","1502","1579","2177","2785","2886","3354","3511","3906","4372","4487",
"세종특별자치시","62세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","574","513","757","810","1078","1407","1438","1681","1732","1984","2197","2251",
"세종특별자치시","62세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","581","521","745","769","1099","1378","1448","1673","1779","1922","2175","2236",
"세종특별자치시","63세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1143","1186","1121","1749","1734","2387","2984","3043","3443","3581","3962","4378",
"세종특별자치시","63세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","594","592","566","887","921","1198","1501","1518","1727","1778","2008","2206",
"세종특별자치시","63세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","549","594","555","862","813","1189","1483","1525","1716","1803","1954","2172",
"세종특별자치시","64세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1080","1171","1313","1317","1906","1867","2555","3129","3091","3512","3606","3920",
"세종특별자치시","64세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","553","617","660","676","986","976","1298","1585","1546","1761","1798","1986",
"세종특별자치시","64세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","527","554","653","641","920","891","1257","1544","1545","1751","1808","1934",
"세종특별자치시","65세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1053","1108","1282","1511","1422","2088","2004","2665","3225","3200","3545","3577",
"세종특별자치시","65세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","533","569","674","757","736","1084","1039","1361","1639","1607","1791","1796",
"세종특별자치시","65세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","520","539","608","754","686","1004","965","1304","1586","1593","1754","1781",
"세종특별자치시","66세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","859","1067","1185","1453","1608","1527","2255","2069","2743","3279","3235","3555",
"세종특별자치시","66세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","440","551","616","763","811","790","1162","1067","1397","1655","1633","1821",
"세종특별자치시","66세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","419","516","569","690","797","737","1093","1002","1346","1624","1602","1734",
"세종특별자치시","67세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","807","863","1146","1333","1566","1716","1636","2349","2097","2769","3316","3186",
"세종특별자치시","67세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","444","449","601","691","822","863","842","1219","1084","1418","1677","1608",
"세종특별자치시","67세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","363","414","545","642","744","853","794","1130","1013","1351","1639","1578",
"세종특별자치시","68세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","908","811","933","1300","1448","1712","1796","1673","2378","2137","2767","3263",
"세종특별자치시","68세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","503","452","490","689","753","904","904","840","1232","1095","1409","1668",
"세종특별자치시","68세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","405","359","443","611","695","808","892","833","1146","1042","1358","1595",
"세종특별자치시","69세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","929","927","872","1065","1402","1507","1801","1868","1687","2431","2139","2730",
"세종특별자치시","69세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","527","515","479","543","739","770","957","946","844","1274","1094","1393",
"세종특별자치시","69세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","402","412","393","522","663","737","844","922","843","1157","1045","1337",
"세종특별자치시","70세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1254","926","1004","981","1114","1499","1592","1852","1902","1674","2439","2134",
"세종특별자치시","70세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","704","517","563","534","572","792","802","974","961","846","1272","1102",
"세종특별자치시","70세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","550","409","441","447","542","707","790","878","941","828","1167","1032",
"세종특별자치시","71세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1012","1251","963","1094","1018","1181","1551","1614","1876","1901","1678","2422",
"세종특별자치시","71세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","569","704","540","614","549","616","816","813","975","963","848","1268",
"세종특별자치시","71세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","443","547","423","480","469","565","735","801","901","938","830","1154",
"세종특별자치시","72세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","919","1016","1308","1038","1116","1070","1227","1585","1631","1904","1893","1653",
"세종특별자치시","72세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","526","575","734","588","618","577","642","845","826","991","962","838",
"세종특별자치시","72세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","393","441","574","450","498","493","585","740","805","913","931","815",
"세종특별자치시","73세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","977","917","1072","1396","1096","1156","1083","1275","1601","1660","1880","1876",
"세종특별자치시","73세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","558","523","599","798","617","645","586","665","854","839","981","955",
"세종특별자치시","73세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","419","394","473","598","479","511","497","610","747","821","899","921",
"세종특별자치시","74세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","902","968","947","1128","1419","1134","1169","1111","1266","1594","1651","1831",
"세종특별자치시","74세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","512","564","545","643","814","647","649","607","671","864","838","959",
"세종특별자치시","74세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","390","404","402","485","605","487","520","504","595","730","813","872",
"세종특별자치시","75세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","818","899","1008","1007","1155","1452","1166","1178","1123","1248","1590","1621",
"세종특별자치시","75세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","480","514","591","581","662","832","660","661","616","664","854","834",
"세종특별자치시","75세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","338","385","417","426","493","620","506","517","507","584","736","787",
"세종특별자치시","76세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","834","809","936","1035","993","1183","1472","1170","1175","1095","1231","1554",
"세종특별자치시","76세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","483","478","550","614","581","684","850","659","660","606","655","842",
"세종특별자치시","76세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","351","331","386","421","412","499","622","511","515","489","576","712",
"세종특별자치시","77세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","797","806","835","956","1046","1015","1208","1482","1172","1172","1079","1204",
"세종특별자치시","77세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","467","466","502","559","627","594","697","862","671","664","597","649",
"세종특별자치시","77세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","330","340","333","397","419","421","511","620","501","508","482","555",
"세종특별자치시","78세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","760","797","830","869","960","1047","998","1205","1458","1145","1159","1049",
"세종특별자치시","78세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","458","472","493","531","570","628","585","704","848","661","665","586",
"세종특별자치시","78세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","302","325","337","338","390","419","413","501","610","484","494","463",
"세종특별자치시","79세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","641","717","785","847","876","973","1067","973","1188","1382","1105","1134",
"세종특별자치시","79세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","420","439","473","513","541","591","643","577","708","807","639","652",
"세종특별자치시","79세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","221","278","312","334","335","382","424","396","480","575","466","482",
"세종특별자치시","80세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","579","614","719","794","842","874","948","1043","941","1163","1339","1086",
"세종특별자치시","80세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","380","406","443","491","521","543","583","641","570","690","777","630",
"세종특별자치시","80세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","199","208","276","303","321","331","365","402","371","473","562","456",
"세종특별자치시","81세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","495","564","637","732","784","854","845","957","1009","906","1114","1295",
"세종특별자치시","81세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","321","372","424","464","492","537","539","594","625","556","667","771",
"세종특별자치시","81세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","174","192","213","268","292","317","306","363","384","350","447","524",
"세종특별자치시","82세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","442","466","551","636","710","787","825","820","923","985","883","1059",
"세종특별자치시","82세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","306","311","372","442","454","503","518","538","580","616","536","650",
"세종특별자치시","82세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","136","155","179","194","256","284","307","282","343","369","347","409",
"세종특별자치시","83세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","404","421","464","553","622","712","768","800","796","862","953","844",
"세종특별자치시","83세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","291","295","315","380","437","461","506","508","523","549","604","517",
"세종특별자치시","83세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","113","126","149","173","185","251","262","292","273","313","349","327",
"세종특별자치시","84세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","343","373","415","463","543","599","677","752","760","749","805","876",
"세종특별자치시","84세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","241","268","294","324","377","422","452","509","487","503","522","568",
"세종특별자치시","84세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","102","105","121","139","166","177","225","243","273","246","283","308",
"세종특별자치시","85세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","273","326","366","417","447","538","584","645","737","733","701","740",
"세종특별자치시","85세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","192","231","267","297","320","386","417","434","504","478","484","486",
"세종특별자치시","85세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","81","95","99","120","127","152","167","211","233","255","217","254",
"세종특별자치시","86세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","235","257","326","376","401","429","506","561","617","700","688","653",
"세종특별자치시","86세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","159","183","234","279","288","314","380","401","414","493","457","454",
"세종특별자치시","86세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","76","74","92","97","113","115","126","160","203","207","231","199",
"세종특별자치시","87세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","196","206","245","318","343","377","403","479","522","578","648","630",
"세종특별자치시","87세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","155","145","177","231","257","271","299","361","373","397","465","431",
"세종특별자치시","87세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","41","61","68","87","86","106","104","118","149","181","183","199",
"세종특별자치시","88세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","156","180","197","240","300","325","347","383","455","481","521","579",
"세종특별자치시","88세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","108","145","144","180","224","250","251","291","354","350","368","417",
"세종특별자치시","88세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","48","35","53","60","76","75","96","92","101","131","153","162",
"세종특별자치시","89세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","147","135","161","189","227","273","305","324","349","400","427","472",
"세종특별자치시","89세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","104","97","129","138","175","208","233","238","264","319","316","338",
"세종특별자치시","89세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","43","38","32","51","52","65","72","86","85","81","111","134",
"세종특별자치시","90세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","139","123","128","148","169","217","242","287","304","307","359","374",
"세종특별자치시","90세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","99","89","93","122","126","171","183","222","225","236","288","284",
"세종특별자치시","90세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","40","34","35","26","43","46","59","65","79","71","71","90",
"세종특별자치시","91세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","98","125","117","118","135","149","186","223","262","255","260","304",
"세종특별자치시","91세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","78","89","84","86","114","108","143","168","210","195","203","248",
"세종특별자치시","91세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20","36","33","32","21","41","43","55","52","60","57","56",
"세종특별자치시","92세","전체","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","38","87","110","105","103","118","128","167","200","222","224","210",
"세종특별자치시","92세","여자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","28","70","80","79","80","98","97","129","158","181","174","164",
"세종특별자치시","92세","남자","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","10","17","30","26","23","20","31","38","42","41","50","46",
